Sensor,DateTime_US_Pacific,Ipm25,Lat,Lon
SCTV_01,9/4/2020 19:00,67,33.720638,-117.416614
SCTV_01,9/4/2020 19:15,68,33.720638,-117.416614
SCTV_01,9/4/2020 19:30,68,33.720638,-117.416614
SCTV_01,9/4/2020 19:45,68,33.720638,-117.416614
SCTV_01,9/4/2020 20:00,68,33.720638,-117.416614
SCTV_01,9/4/2020 20:15,68,33.720638,-117.416614
SCTV_01,9/4/2020 20:30,68,33.720638,-117.416614
SCTV_01,9/4/2020 20:45,68,33.720638,-117.416614
SCTV_01,9/4/2020 21:00,69,33.720638,-117.416614
SCTV_01,9/4/2020 21:15,69,33.720638,-117.416614
SCTV_01,9/4/2020 21:30,69,33.720638,-117.416614
SCTV_01,9/4/2020 21:45,69,33.720638,-117.416614
SCTV_01,9/4/2020 22:00,69,33.720638,-117.416614
SCTV_01,9/4/2020 22:15,70,33.720638,-117.416614
SCTV_01,9/4/2020 22:30,70,33.720638,-117.416614
SCTV_01,9/4/2020 22:45,70,33.720638,-117.416614
SCTV_01,9/4/2020 23:00,70,33.720638,-117.416614
SCTV_01,9/4/2020 23:15,70,33.720638,-117.416614
SCTV_01,9/4/2020 23:30,70,33.720638,-117.416614
SCTV_01,9/4/2020 23:45,71,33.720638,-117.416614
SCTV_01,9/5/2020 0:00,71,33.720638,-117.416614
SCTV_01,9/5/2020 0:15,71,33.720638,-117.416614
SCTV_01,9/5/2020 0:30,71,33.720638,-117.416614
SCTV_01,9/5/2020 0:45,71,33.720638,-117.416614
SCTV_01,9/5/2020 1:00,71,33.720638,-117.416614
SCTV_01,9/5/2020 1:15,71,33.720638,-117.416614
SCTV_01,9/5/2020 1:30,71,33.720638,-117.416614
SCTV_01,9/5/2020 1:45,71,33.720638,-117.416614
SCTV_01,9/5/2020 2:00,71,33.720638,-117.416614
SCTV_01,9/5/2020 2:15,71,33.720638,-117.416614
SCTV_01,9/5/2020 2:30,72,33.720638,-117.416614
SCTV_01,9/5/2020 2:45,72,33.720638,-117.416614
SCTV_01,9/5/2020 3:00,72,33.720638,-117.416614
SCTV_01,9/5/2020 3:15,72,33.720638,-117.416614
